location,date_time,temperature,precipitation,wind_speed
Rome,2025-03-02 11:00:00,14.4,0.0,2.1
Rome,2025-03-02 12:00:00,15.8,0.0,1.4
Rome,2025-03-02 13:00:00,14.8,1.51,1.3
Rome,2025-03-02 14:00:00,13.9,1.51,1.2
Rome,2025-03-02 15:00:00,13.0,1.51,1.0
Rome,2025-03-02 16:00:00,12.5,0.0,1.5
Rome,2025-03-02 17:00:00,12.0,0.0,2.0
Rome,2025-03-02 18:00:00,11.5,0.0,2.4
Rome,2025-03-02 19:00:00,10.7,0.0,2.6
Rome,2025-03-02 20:00:00,9.8,0.0,2.9
Rome,2025-03-02 21:00:00,8.9,0.0,3.1
Rome,2025-03-02 22:00:00,8.4,0.0,3.2
Rome,2025-03-02 23:00:00,7.8,0.0,3.4
Rome,2025-03-03 00:00:00,7.2,0.0,3.5
Rome,2025-03-03 01:00:00,6.9,0.0,3.5
Rome,2025-03-03 02:00:00,6.6,0.0,3.5
Rome,2025-03-03 03:00:00,6.3,0.0,3.5
Rome,2025-03-03 04:00:00,6.1,0.0,3.6
Rome,2025-03-03 05:00:00,5.9,0.0,3.6
Rome,2025-03-03 06:00:00,5.7,0.0,3.7
Rome,2025-03-03 07:00:00,7.5,0.0,3.4
Rome,2025-03-03 08:00:00,9.3,0.0,3.2
Rome,2025-03-03 09:00:00,11.2,0.0,2.9
Rome,2025-03-03 10:00:00,12.8,0.0,2.4
Rome,2025-03-03 11:00:00,14.4,0.0,1.9
Rome,2025-03-03 12:00:00,16.0,0.0,1.4
Rome,2025-03-03 13:00:00,15.3,0.0,1.4
Rome,2025-03-03 14:00:00,14.6,0.0,1.4
Rome,2025-03-03 15:00:00,13.8,0.0,1.4
Rome,2025-03-03 16:00:00,13.1,0.0,1.5
Rome,2025-03-03 17:00:00,12.4,0.0,1.5
Rome,2025-03-03 18:00:00,11.6,0.0,1.5
Rome,2025-03-03 19:00:00,10.8,0.0,1.7
Rome,2025-03-03 20:00:00,9.9,0.0,1.9
Rome,2025-03-03 21:00:00,9.1,0.0,2.1
Rome,2025-03-03 22:00:00,8.2,0.0,2.3
Rome,2025-03-03 23:00:00,7.4,0.0,2.5
